CustomerID,recency,fequency,monetry,RFM_Score
17658,33,18,87.69,522
15148,33,18,83.51,522
13657,33,16,79.89,522
17911,32,33,134.03,522
17502,32,25,124.07,522
17736,32,24,138.58,522
15793,32,24,124.04,522
16956,32,18,120.07,522
15654,32,17,87.49,522
16966,31,30,102.22,522
15904,31,29,145.35,522
14960,31,26,93.95,522
13853,31,24,156.71,522
17636,31,24,108.74,522
14950,31,19,143.67,522
14023,30,30,148.35,522
13560,30,29,147.74,522
13352,30,25,93.61,522
13868,30,24,98.07,522
16038,30,22,114.54,522
16561,28,29,136.51,522
14658,28,24,161.73,522
12827,28,21,107.8,522
16988,28,19,143.19,522
16968,27,30,142.96,522
16513,27,30,128.62,522
16682,27,30,113.09,522
16811,27,28,122.32,522
16149,27,25,78.51,522
13311,27,21,131.39,522
13083,27,21,104.61,522
16851,27,20,79.27,522
14777,27,17,125.56,522
13914,26,33,161.47,522
12479,26,31,131.68,522
15318,26,31,80.55,522
16569,26,30,126,522
13104,26,30,125.38,522
16711,26,29,164.08,522
13255,26,26,165.48,522
14578,26,20,85.79,522
13323,26,17,112.55,522
16528,26,16,86.01,522
16313,26,15,79.19,522
17232,25,33,153.38,522
14910,25,31,159.46,522
12912,25,24,113.26,522
14569,24,26,119.74,522
13318,24,20,97.14,522
17830,24,19,161.9,522
17436,24,19,85.35,522
17856,24,15,82.51,522
12713,23,30,118.01,522
15949,39,17,67.83,521
16566,38,17,74.67,521
13349,33,15,44.42,521
18059,32,15,64.04,521
13953,30,18,63.86,521
12962,30,15,74.02,521
13790,27,21,69.77,521
15690,27,16,42.65,521
12650,26,18,56.3,521
12950,25,19,64.38,521
15520,24,17,62.96,521
12558,24,17,53.56,521
17500,40,5,281.5,513
15783,33,14,76.11,512
12882,32,12,100.61,512
18282,30,13,88.68,512
18030,27,10,90.3,512
17668,24,14,128.1,512
13436,24,12,93.96,512
14300,41,3,10.15,511
18080,41,2,7.8,511
13986,40,13,50.2,511
17600,40,10,64.96,511
13403,40,9,50.8,511
18249,40,8,28.83,511
14768,40,6,34.5,511
16532,40,5,30.85,511
14424,40,1,8.71,511
17010,39,12,57,511
18084,39,9,47.69,511
16482,38,13,46.17,511
16189,38,11,65.38,511
14987,38,8,45.6,511
13638,38,7,37.52,511
13207,38,4,16.03,511
18184,38,1,2.83,511
13978,37,14,45.31,511
14111,37,11,63.05,511
13525,37,5,32.35,511
14946,37,3,20.05,511
13256,37,1,2,511
12660,34,11,51.7,511
13188,34,2,23.15,511
12375,33,12,51.14,511
15206,33,9,42.15,511
16852,33,7,44.74,511
17468,33,7,21.55,511
14836,33,6,28.75,511
14601,33,5,18.5,511
13147,33,4,27.8,511
15619,33,3,19.25,511
14785,33,2,5.58,511
18058,32,12,47.4,511
14385,32,12,44.16,511
17737,32,10,44.14,511
12966,32,9,47.58,511
14860,31,11,31.93,511
14287,31,10,38.07,511
14804,31,9,63.84,511
16789,31,5,24.45,511
16989,30,12,42,511
12587,30,3,12.24,511
17942,30,2,7.05,511
13017,30,1,6.25,511
13153,28,12,37.62,511
14354,28,7,24.07,511
13079,27,14,72.74,511
15621,27,11,53.25,511
12367,27,10,37.2,511
16597,27,7,25.35,511
12442,26,10,31.69,511
16000,25,9,48.11,511
15195,25,1,4.75,511
13404,24,11,53.91,511
14520,24,2,13.1,511
13298,24,1,5.75,511
16446,23,4,15.06,511
16121,80,313,1291.92,455
17180,79,356,1476.22,455
16081,79,309,1538.01,455
12744,79,302,1687.14,455
13213,79,181,834.83,455
16206,77,202,1041.11,455
13015,76,341,2424.39,455
17612,76,311,1722.91,455
16652,76,279,1764.58,455
14841,76,255,1342.72,455
13875,76,232,1308.36,455
14211,76,229,1132.13,455
16940,75,524,2072.33,455
14639,75,285,1865.08,455
12759,75,260,1153.75,455
16515,75,223,1016.09,455
12360,75,194,797.04,455
16470,74,410,1722.19,455
14175,74,337,2192.53,455
14257,74,224,989.85,455
14107,74,220,1055.69,455
13491,74,200,1140.25,455
13849,74,200,1136.71,455
16131,74,194,1007.7,455
12370,74,180,845.84,455
16170,73,425,1611.84,455
17092,73,336,1440.5,455
15301,73,329,1664.55,455
13136,73,288,1389.49,455
17571,73,285,1333.11,455
15129,73,197,875.78,455
15321,72,315,1545.88,455
16497,72,312,1884.6,455
15819,72,246,959.37,455
13157,72,246,940.89,455
16153,72,217,996.11,455
16686,70,915,4066.23,455
16007,70,563,2184.95,455
14800,70,549,2238.14,455
13047,69,385,2516.83,455
16444,69,333,1474.49,455
14952,69,290,1665.88,455
16728,69,222,1012.82,455
15068,69,201,873.65,455
14312,69,162,949.16,455
16110,68,403,1868.33,455
16258,68,333,1547.42,455
14341,68,238,1103.74,455
13481,68,209,1031.5,455
13340,68,192,1234.6,455
15296,67,474,2511.27,455
16225,67,269,1309.73,455
16208,67,217,1210.75,455
15240,67,210,1022.37,455
15786,66,445,2217.03,455
13654,66,294,1258.43,455
14004,66,231,1193.18,455
17545,66,225,1027,455
15038,66,193,1050.01,455
17672,66,191,1120.27,455
14239,66,175,1056.83,455
16843,65,536,2102.47,455
12678,65,341,1250.37,455
14498,65,336,1659.11,455
14221,65,307,1658.17,455
14040,63,680,3997.57,455
17372,63,531,2618.67,455
15059,63,505,2578.49,455
16049,63,413,1800.13,455
17609,63,330,1409.89,455
13566,63,326,1217.94,455
15708,63,311,1937.2,455
15860,63,290,1505.94,455
14810,63,250,1081.63,455
17213,63,226,1321.04,455
13421,63,220,942.24,455
17796,63,187,1090.84,455
15752,62,515,2008.63,455
18257,62,265,1334.64,455
14808,62,225,1442.46,455
13982,62,207,857.02,455
13544,62,199,907.73,455
18226,61,454,2141.09,455
16960,61,409,1633.7,455
17696,61,333,1473.27,455
16029,61,307,1550.96,455
13327,61,279,1291.13,455
16150,61,214,1136.06,455
13032,61,199,1082.41,455
17965,60,669,3552.49,455
17719,60,263,1708.86,455
16367,60,197,810.84,455
12594,60,186,797.73,455
15065,60,159,1069.88,455
15998,59,1276,5825.21,455
16409,59,615,2838.63,455
16729,59,565,2537.2,455
15521,59,383,1947.5,455
17634,59,264,1564.02,455
16221,59,214,1045.49,455
13728,59,157,1090.63,455
12484,58,386,1871.13,455
18022,58,385,1510.73,455
12431,58,335,1872.61,455
17084,58,269,1280.29,455
12577,58,268,1017.25,455
16014,58,239,1127.08,455
17203,58,236,927.68,455
16012,58,225,1019.83,455
14913,58,214,800.91,455
15707,58,199,848.7,455
15329,58,163,1056.97,455
13772,56,486,2429.88,455
13527,56,413,2064.86,455
13634,56,367,2085.3,455
12838,56,326,1425.79,455
16771,56,303,1498.59,455
16466,56,291,1662.35,455
16372,56,279,1209.9,455
12357,56,263,1403.46,455
15427,56,262,1087.63,455
15696,56,213,1543.01,455
13523,56,198,1755.25,455
14404,56,167,881.99,455
15719,55,1537,6887.06,455
13097,55,866,5289.38,455
17107,55,606,3220.77,455
15493,55,502,3316.4,455
12708,55,273,1335.81,455
18036,55,264,1214.69,455
14623,55,247,1204.75,455
13993,55,241,1664.37,455
16348,55,237,1072.33,455
16053,55,185,1009.57,455
17623,55,179,1158.16,455
17043,55,164,866.94,455
13975,54,649,2590.82,455
15356,54,616,2478.73,455
17160,54,606,2206.14,455
15513,54,523,3695.78,455
15249,54,444,2216.91,455
12613,54,301,1334.25,455
14524,54,279,1591.44,455
16187,54,250,980.94,455
16732,54,219,1715.29,455
17289,54,219,917.4,455
13110,54,214,1512.14,455
12721,54,208,1052.26,455
17515,54,168,1172.81,455
17865,53,964,4940.73,455
12472,53,869,3552.47,455
12949,53,638,3208.24,455
13209,53,358,1600.59,455
17690,53,333,2469.87,455
16767,53,306,1070.27,455
13384,53,259,1293.68,455
15114,53,225,864.19,455
13623,53,220,1198.22,455
16880,53,175,994.23,455
13148,52,705,4047.45,455
17059,52,591,2713.85,455
16791,52,577,2869.54,455
17416,52,534,2687.45,455
16743,52,353,1222.15,455
16126,52,339,1755.7,455
13983,52,322,1781.53,455
14944,52,277,1428.99,455
17442,52,274,1296.18,455
15785,52,220,968.76,455
16907,52,196,1131.6,455
16003,52,186,1241.91,455
16434,52,172,952.26,455
14466,52,170,833,455
17191,51,415,2057.12,455
12517,51,258,1085.42,455
17069,51,256,1196.9,455
14662,51,229,1040.64,455
12480,51,209,1007.27,455
12589,51,177,906.2,455
16332,51,173,823.78,455
12867,49,955,3238.29,455
13451,49,904,3673.47,455
18069,49,833,3485.97,455
14044,49,729,3253.22,455
13178,49,619,2439.08,455
17287,49,395,2212.09,455
14227,49,330,1542.85,455
14499,49,290,1174.32,455
17211,49,279,1397.17,455
17790,49,254,1217.59,455
17838,49,248,1308.39,455
16726,49,235,1040.2,455
14382,49,233,871.67,455
16898,49,227,943.23,455
13700,49,223,813.87,455
15787,49,191,796.16,455
12865,49,185,942.65,455
16416,49,169,797.64,455
14680,48,1123,5161.91,455
15532,48,486,2880.57,455
14684,48,447,1660.62,455
14530,48,404,2355.32,455
15058,48,316,1562.66,455
15203,48,312,1035.63,455
16303,48,278,1410.81,455
15291,48,238,1818.18,455
15365,48,237,1284.81,455
12428,48,234,1148.59,455
17652,48,229,1273.07,455
15125,48,225,1399.22,455
17663,48,211,1358.25,455
14953,48,202,818.7,455
17081,48,188,1012.56,455
12415,47,924,4145.94,455
13735,47,615,3391.22,455
17220,47,603,2651.99,455
17974,47,328,1336.24,455
15955,47,321,1583.42,455
15981,47,284,1309.13,455
17314,47,263,1175.17,455
12933,47,261,1334.23,455
13614,47,239,1462.98,455
13632,47,187,1018.32,455
17377,46,1335,6735.89,455
15805,46,469,2148.83,455
14286,46,451,1561.64,455
14057,46,429,1707.06,455
15967,46,390,1964.2,455
17596,46,386,1448.01,455
12731,46,366,1878.45,455
18075,46,310,1780.52,455
16085,46,309,1470.53,455
12626,46,287,1251.79,455
14898,46,266,1383.47,455
15051,46,249,1108.23,455
14507,46,233,1260.35,455
16809,46,226,854.33,455
13285,46,219,949.52,455
17368,46,197,928.1,455
16916,46,185,819.57,455
16469,46,170,849.61,455
16912,46,161,1045.64,455
15584,46,158,836.07,455
17799,45,754,3453.65,455
15529,45,687,2587.19,455
17716,45,565,2654.63,455
12567,45,527,2664.61,455
12477,45,485,2898.83,455
16186,45,483,1881.93,455
12539,45,455,2604.35,455
12647,45,380,1974.28,455
13871,45,366,2112.57,455
12481,45,347,1634.46,455
14112,45,332,1504.36,455
13815,45,324,1383.52,455
17613,45,268,1253.36,455
15506,45,242,946.68,455
17797,45,233,1099.09,455
15983,45,218,891.2,455
12712,45,208,1285.31,455
12449,45,180,974.54,455
14508,45,165,875.09,455
14849,44,717,3076.76,455
14593,44,515,2208.38,455
17961,44,513,2458.24,455
16945,44,423,1753.51,455
13381,44,350,1737.46,455
14903,44,331,1599.72,455
15494,44,327,1364.15,455
16279,44,322,1463.27,455
16511,44,271,1383.22,455
12931,44,266,1036.15,455
12779,44,244,1310.19,455
12380,44,239,1149.9,455
12391,44,238,1425.19,455
13880,44,204,925.49,455
16560,44,180,1153.43,455
13895,44,170,1070.98,455
12444,44,159,1236.7,455
14159,42,1550,5524.21,455
16710,42,808,3621.15,455
15044,42,780,5167.55,455
12540,42,681,3365.96,455
14502,42,536,2423.76,455
17758,42,470,2086.31,455
14704,42,421,1792.25,455
15426,42,387,1763.78,455
14553,42,270,1273.34,455
13988,42,267,1376.61,455
15850,42,267,1055.02,455
15465,42,248,1836.89,455
17555,42,237,944.74,455
16464,42,215,952.99,455
15906,42,199,1268.81,455
12597,42,195,1096.08,455
17738,42,195,976.69,455
16713,41,1138,6013.76,455
14030,41,733,4249.13,455
14426,41,581,3145.06,455
16670,41,437,2293.56,455
14449,41,423,1626.01,455
15738,41,374,1318.53,455
14587,41,308,1341.68,455
15093,41,306,1431.26,455
15179,41,281,1405.17,455
15527,41,278,1581.19,455
17432,41,261,1163.09,455
14482,41,217,968.45,455
17888,41,170,840.71,455
16369,41,165,788.45,455
12349,41,163,967.64,455
14776,74,204,620.97,454
13107,67,177,705.84,454
15791,66,158,757.51,454
17255,63,159,639.43,454
13316,60,160,737.21,454
16841,59,192,733.9,454
16445,56,158,670.55,454
14700,55,161,754.99,454
15573,54,161,759.47,454
16205,53,175,724.72,454
13804,53,158,766.53,454
14064,52,221,781.83,454
15452,52,178,786.13,454
14748,52,172,674.51,454
16903,52,171,751.62,454
18125,52,161,662.93,454
17015,51,202,694.17,454
17512,51,190,742.6,454
12726,51,164,516.43,454
14544,47,178,745.07,454
17777,47,171,624.72,454
16008,46,189,786.62,454
18034,44,194,673,454
12578,44,167,746.68,454
16411,42,168,682.26,454
17561,42,167,738.92,454
16533,42,163,752.98,454
16768,70,151,898.11,445
15215,67,154,1047.25,445
16418,67,146,815.69,445
13538,66,129,836.25,445
17837,65,138,842.44,445
16235,63,109,793.09,445
12909,62,149,1060.45,445
14842,58,152,1410.46,445
15722,58,151,934.8,445
17082,56,150,807.32,445
15407,56,136,819.5,445
16676,56,126,892.68,445
18016,55,156,842.32,445
16837,54,157,993.46,445
17886,54,148,861.54,445
17867,53,133,810.49,445
16986,53,132,792.53,445
17720,49,125,835.3,445
13577,48,149,802.8,445
13823,41,149,1054.03,445
12876,80,145,608.37,444
13827,80,84,491.82,444
16950,79,130,589.85,444
13814,79,75,379.93,444
16934,77,115,661.71,444
13760,77,111,524.25,444
15994,77,102,558.06,444
13878,77,96,616.05,444
16674,77,89,347.37,444
15545,77,75,347.15,444
15012,76,154,690.53,444
12473,76,149,567.72,444
17201,76,138,593.43,444
14443,76,131,586.16,444
16412,76,106,461.04,444
16932,76,103,424.55,444
17244,76,91,385.82,444
13265,76,86,381.66,444
17534,76,82,374.34,444
17734,76,78,373.96,444
15140,75,105,478.79,444
17679,75,98,436.99,444
13637,75,89,398.25,444
15678,75,85,416.96,444
16848,75,85,381.64,444
14861,75,80,359.8,444
15006,74,148,654.83,444
13422,74,127,639.69,444
15826,74,111,561.11,444
15220,74,111,507.69,444
14229,74,77,480.99,444
17764,73,131,689.32,444
15620,73,124,677.02,444
16177,73,121,739.56,444
15754,73,121,695.75,444
13761,73,113,544.09,444
12556,73,105,501.45,444
14585,73,103,397.48,444
18252,73,96,529.15,444
17603,73,95,620.4,444
17354,73,92,374.48,444
14631,73,85,364.38,444
15807,73,84,400.52,444
17169,73,74,367.11,444
13573,73,73,370.01,444
16593,73,70,471.08,444
13725,72,106,661.57,444
15677,72,69,388.71,444
16017,70,112,596.32,444
14504,70,87,452.42,444
13598,70,79,379.59,444
15142,69,126,526.4,444
16023,69,90,468.93,444
12940,69,87,548.85,444
16491,69,83,367.61,444
16742,69,77,343.37,444
13601,68,142,582.48,444
13652,68,126,578.3,444
18079,68,126,368.14,444
14001,68,93,502.55,444
17917,68,83,345.79,444
17470,67,136,491.67,444
15990,67,135,631.35,444
16325,67,131,596.87,444
14598,67,125,428.8,444
16415,67,121,502.71,444
14754,67,120,549.71,444
12456,67,113,533.91,444
14379,67,110,585.33,444
16345,67,103,537.01,444
14690,67,99,493.44,444
16750,67,83,457.29,444
15288,66,146,772.41,444
14474,66,122,758.96,444
17459,66,105,404.58,444
14233,66,73,375.71,444
17669,65,128,523,444
18287,65,127,496.66,444
17272,65,113,440.46,444
12432,65,91,534.65,444
14179,63,149,710.81,444
15865,63,112,718.37,444
13607,63,106,581.04,444
15376,63,105,527.26,444
16190,63,102,637.36,444
13617,63,93,532.92,444
13278,63,92,352,444
15974,62,153,726.64,444
13813,62,126,678.95,444
13186,62,78,410.17,444
14738,62,68,426.17,444
13477,60,143,633.87,444
17999,60,109,513.43,444
17966,60,102,356.91,444
16706,60,99,498.27,444
17800,60,84,343,444
13168,59,131,689.09,444
15551,59,128,685.63,444
15227,59,117,766.23,444
15252,59,101,471.2,444
12352,59,100,582.9,444
15605,59,94,602.45,444
12928,58,153,588.47,444
14592,58,137,557.39,444
12576,58,134,589.3,444
14971,58,133,704.84,444
17979,58,125,551.8,444
12397,58,123,649.25,444
16555,58,113,466.6,444
16887,58,89,373.42,444
15468,58,80,429.55,444
12645,56,146,561.09,444
17608,56,118,385.08,444
15025,56,116,586.15,444
18170,56,112,759,444
13155,56,102,483.31,444
12408,55,149,658.29,444
16612,55,138,764.88,444
17164,55,138,620.95,444
13324,55,121,607.53,444
15870,55,121,586.05,444
14387,55,113,608.85,444
17158,55,111,632.87,444
13717,55,107,496.34,444
16362,55,98,483.22,444
16232,55,94,379.74,444
13824,55,92,464.12,444
14080,55,68,708.55,444
14676,54,134,483.24,444
15957,54,130,574.92,444
16284,54,128,527.17,444
12849,54,126,708.94,444
13329,54,122,543.73,444
14360,54,114,588.67,444
14232,54,102,373.33,444
13643,54,99,602.88,444
17633,54,96,511.09,444
16618,54,93,527.01,444
17964,54,89,399.09,444
13695,54,87,388.96,444
17702,53,140,599.88,444
15485,53,119,654.79,444
15027,53,88,523.91,444
14968,53,77,401.78,444
16996,53,77,366.95,444
14691,53,70,398.67,444
16218,52,144,552.19,444
15111,52,130,767.79,444
16628,52,123,561.41,444
17109,52,119,545.25,444
12599,52,117,365.46,444
12844,52,90,484.5,444
18236,52,89,538.67,444
14829,52,88,378.68,444
17932,52,82,381.56,444
12685,51,142,633.16,444
13557,51,126,494.84,444
16386,51,117,465.42,444
16460,51,117,429.42,444
14035,51,116,569.36,444
14226,51,103,498.02,444
17088,51,101,586.25,444
17162,51,101,580.92,444
15608,51,101,477.02,444
17054,51,75,480.05,444
12600,51,75,421.03,444
14487,49,144,685.16,444
13450,49,144,507,444
16720,49,118,515.52,444
17041,49,110,458.6,444
13379,49,94,349.8,444
15411,49,90,551.77,444
15660,48,151,646.88,444
15050,48,135,617.37,444
16936,48,122,469.09,444
16639,48,72,409.24,444
16341,47,155,571.83,444
18181,47,146,707.32,444
15720,47,145,694.69,444
14715,47,124,619.46,444
12890,47,123,490.6,444
13455,47,114,746.37,444
18043,47,107,527.33,444
13692,47,94,428.62,444
14533,47,89,380.17,444
13846,47,79,417.14,444
14725,47,78,353.37,444
18259,47,77,389.65,444
17521,47,75,355.53,444
13131,46,144,747.96,444
16669,46,137,651,444
12910,46,130,508.37,444
12500,46,120,625.6,444
15900,46,118,489.34,444
13939,46,88,346.83,444
13500,46,83,442.73,444
17198,46,83,367.69,444
16245,46,82,431.43,444
16204,46,81,344.67,444
12406,45,149,700.67,444
13313,45,143,581.06,444
16531,45,137,656.83,444
16656,45,130,548.25,444
16042,45,128,655.95,444
16871,45,123,702.31,444
17397,45,123,606.47,444
17147,45,122,771.86,444
14234,45,120,441.43,444
15489,45,118,634.28,444
12356,45,116,557.06,444
16869,45,114,495.88,444
16638,45,111,608.46,444
12997,45,102,497.81,444
12610,45,101,575.5,444
17095,45,99,578.8,444
17461,45,95,411.04,444
14034,45,84,373.52,444
13138,45,82,427.65,444
16009,45,79,438.37,444
18221,45,76,367.33,444
13308,45,71,359.08,444
15081,45,70,509.28,444
13117,44,134,612.61,444
15530,44,129,586.75,444
14315,44,116,655.36,444
17159,44,116,536.8,444
16134,44,115,497.58,444
16350,44,113,677.4,444
17301,44,105,386.38,444
18061,44,99,649.07,444
18276,44,95,428.37,444
13941,44,76,422.3,444
16924,44,70,371.22,444
17779,44,69,348.43,444
16784,42,141,571.11,444
13118,42,115,657.82,444
15919,42,115,515.85,444
14595,42,112,535.29,444
14052,42,107,544.45,444
15988,42,102,533.89,444
16399,42,97,465.18,444
12778,42,95,345.98,444
16212,42,78,467.27,444
14157,42,78,354.76,444
15533,42,75,454.95,444
13862,41,152,575.59,444
15105,41,138,622.64,444
16406,41,115,538.1,444
15406,41,108,494.15,444
17227,41,108,348.71,444
15681,41,99,456.55,444
17614,80,81,340.16,443
14381,75,93,336.65,443
16730,75,77,253.61,443
15505,75,74,318.93,443
16394,73,92,284.92,443
15000,70,70,333.71,443
12463,69,74,330.61,443
14139,69,69,274.2,443
12546,69,68,302,443
12398,68,79,275.29,443
15630,68,68,340.73,443
16188,67,70,315.54,443
14716,66,90,335.63,443
17878,66,71,300.7,443
17373,63,75,288.04,443
13271,60,81,268.18,443
17930,58,87,312.65,443
17703,58,78,278.01,443
14412,58,76,296.86,443
17274,58,69,326.43,443
18177,54,81,313.93,443
14921,53,70,284.28,443
15289,52,84,285.88,443
17977,52,82,332.54,443
17052,51,78,306.54,443
15429,49,77,306.35,443
15599,49,76,306.47,443
13984,49,70,279.99,443
16504,48,73,239.31,443
12374,48,68,297.31,443
12676,47,92,327.36,443
15679,47,86,262.32,443
14714,47,73,324.31,443
12993,46,73,291.2,443
12847,45,99,317.94,443
13091,44,92,317.66,443
16463,44,84,338.06,443
17286,44,75,296.97,443
15933,44,67,274.75,443
14664,42,84,332.35,443
17387,42,69,308.89,443
17664,41,76,314.57,443
13167,41,68,328.79,443
15809,58,66,963.32,435
13750,76,66,399.31,434
12454,76,61,434.9,434
16249,75,63,354.57,434
17007,73,64,347.75,434
14427,73,42,503.1,434
16056,68,61,347.73,434
17175,67,62,390.52,434
15821,67,59,342.63,434
13292,61,56,355.77,434
16971,61,36,362.04,434
16043,60,67,427.86,434
16884,60,59,375.56,434
17351,59,57,445.26,434
13925,59,45,394.09,434
15952,56,66,363.8,434
16243,56,47,378.77,434
13867,54,56,342.47,434
15763,54,55,456.42,434
15066,54,52,351.45,434
14284,53,60,380.43,434
13046,53,50,369.44,434
15238,52,49,344.68,434
13727,51,47,387.93,434
14882,49,62,344.43,434
13835,48,59,345.59,434
16278,46,57,550.84,434
15110,46,53,359.95,434
12640,46,50,349,434
17621,44,66,368.78,434
14820,44,58,360.43,434
15088,44,55,413.37,434
14624,80,45,181.59,433
13487,80,43,294.88,433
17771,79,66,304.77,433
16413,79,60,285.8,433
15440,77,54,237.16,433
13034,77,43,197.82,433
16563,76,65,317.27,433
13919,76,64,263.25,433
12475,76,57,263.92,433
15091,76,56,263.29,433
17785,76,47,225.73,433
17527,76,42,244.36,433
16140,75,61,249.73,433
12611,75,60,279.03,433
16734,75,49,277.39,433
12679,75,47,217.58,433
12863,75,41,245.89,433
15637,75,39,201.06,433
14306,74,48,257.56,433
14488,74,46,197.99,433
15803,74,45,216.13,433
17934,74,39,199.31,433
15664,73,66,321.18,433
16099,73,66,256.6,433
13897,73,56,237.06,433
14484,73,51,209.1,433
17420,73,50,274.44,433
14261,73,46,340.52,433
16846,73,45,210.09,433
13245,73,44,268.04,433
14923,73,43,227.66,433
17125,73,34,182.89,433
12407,72,58,272.06,433
17361,72,49,280.99,433
13974,72,43,211.95,433
14019,69,66,303.58,433
17004,69,66,302.45,433
15801,69,63,317.7,433
13176,69,52,239.58,433
17344,69,45,231.18,433
15656,68,45,286.43,433
17423,68,45,176.93,433
18045,68,42,194.21,433
16071,67,55,255.14,433
15835,67,44,229.69,433
15469,66,44,340.8,433
16847,66,36,249.59,433
17839,65,51,188.21,433
16102,65,47,219.14,433
15478,63,63,328.55,433
14295,63,62,323.55,433
16601,63,54,290.06,433
14077,63,48,220.66,433
15748,63,36,201.06,433
17018,63,35,279.52,433
18067,63,35,172.32,433
16127,62,67,330.73,433
16018,62,52,239.76,433
14167,62,47,299.22,433
17396,62,46,271.74,433
16836,62,42,187.17,433
12588,62,36,232.45,433
16825,61,61,313.68,433
16830,61,60,285.01,433
13461,61,57,231.46,433
14383,61,54,295.14,433
14485,61,46,215.15,433
15847,61,45,257.72,433
15576,60,39,228.35,433
18104,60,37,216.19,433
14856,59,62,320.07,433
15651,59,57,231.03,433
13636,59,55,335.43,433
17076,59,44,282.22,433
12808,59,44,220.14,433
17403,59,42,240.68,433
18035,58,54,236.48,433
17233,58,51,255.05,433
17193,58,48,221.55,433
13532,56,59,256.51,433
16357,56,46,271.38,433
16637,55,66,318.37,433
15618,55,47,210.4,433
14050,54,50,176.97,433
17219,54,47,175.87,433
16602,54,45,225.18,433
15275,54,40,214.12,433
15043,54,39,214.33,433
17038,53,61,316.41,433
14214,53,57,224.09,433
14240,53,52,272.57,433
14108,53,46,226.56,433
15184,52,60,292.38,433
12541,52,48,199.17,433
17653,52,47,293.8,433
16863,52,44,167.9,433
17537,52,42,175.45,433
13606,52,38,168.07,433
14765,52,37,187.59,433
15830,52,37,187.07,433
18135,52,36,171.86,433
17295,51,66,324.36,433
12508,49,64,242.21,433
15449,49,61,235.62,433
16930,49,47,174.48,433
12689,48,67,299.56,433
15863,48,64,340.95,433
15839,48,62,271.32,433
18082,48,61,258.45,433
18117,48,60,192,433
17235,48,57,312.02,433
13549,48,50,271.7,433
14862,48,48,199.42,433
17793,48,45,262.31,433
16747,48,43,200.03,433
12642,48,42,196.26,433
18211,48,41,182.43,433
17564,47,46,263.1,433
18123,47,46,196.01,433
13066,47,45,253.1,433
15582,47,42,185.29,433
17357,47,41,228.3,433
12883,47,39,299.48,433
13236,47,38,232.99,433
14522,47,37,170.79,433
14948,46,59,281.36,433
13447,46,57,300.07,433
18006,46,51,271.1,433
16804,46,50,258.61,433
13575,46,45,185.85,433
12991,46,42,215.91,433
13629,46,42,191.08,433
14332,45,54,247.78,433
16298,45,48,322.42,433
13516,44,61,340,433
17760,44,60,278.14,433
14902,44,59,274.78,433
16414,44,50,278.88,433
14285,44,48,310.43,433
13396,44,43,252.05,433
12697,44,40,170.67,433
14342,44,35,184.35,433
14116,42,61,317.75,433
18110,42,61,280.34,433
16762,42,58,279.63,433
14359,42,57,340.95,433
13565,42,54,211.2,433
18127,42,53,287.94,433
13427,42,47,176.77,433
14984,42,44,284.12,433
13200,42,43,228.96,433
17425,42,41,190.52,433
12904,41,65,328.11,433
17100,41,62,246.3,433
15645,41,61,337.89,433
16366,41,59,294.41,433
13673,41,58,289.94,433
13282,41,51,319.12,433
15132,41,49,195.21,433
13430,41,49,186.97,433
12878,41,43,172.1,433
16239,79,36,161.05,432
16389,76,35,166.12,432
12794,76,35,141.26,432
15335,76,34,164.39,432
14830,76,34,128.66,432
17205,76,34,97.53,432
15971,75,34,158.2,432
17832,72,36,119.82,432
17111,70,39,138.88,432
13165,69,34,94.64,432
15320,67,33,160.14,432
14357,66,38,151.28,432
17418,65,37,160.73,432
14158,63,40,142.58,432
17447,63,35,128.97,432
16969,62,38,163.61,432
16648,61,39,150.82,432
13726,61,39,121.17,432
14995,61,35,149.51,432
12830,60,36,112.74,432
17816,59,42,139.08,432
14815,59,40,149.73,432
13721,59,39,166.88,432
15598,58,33,136.14,432
12638,56,39,156.79,432
15522,55,50,146.09,432
18150,55,36,151.22,432
17430,55,35,150.88,432
18217,52,40,167.24,432
12617,52,39,153.05,432
15597,52,35,150.5,432
15492,51,35,158.86,432
18263,46,51,151.94,432
14851,46,36,157.78,432
14362,45,36,156.12,432
17181,80,28,186.6,423
14937,79,31,168.41,423
16621,74,26,182.49,423
18228,73,31,191.69,423
15121,73,27,171.4,423
15018,61,26,252.53,423
18205,59,31,198.61,423
14567,58,32,181.54,423
15345,58,22,221.51,423
13587,54,30,210.59,423
15103,54,28,237.02,423
12538,52,30,171.48,423
17197,52,29,217.76,423
17901,52,22,188.9,423
13810,51,31,169.13,423
12384,51,24,179.74,423
16519,48,25,182.13,423
15269,46,31,302.33,423
17080,45,32,177.38,423
17904,44,32,183.48,423
13962,44,21,175.56,423
15115,41,32,172.93,423
17892,79,26,141.63,422
16052,77,33,147.66,422
14780,77,25,122.23,422
17520,76,27,144.48,422
13923,76,20,99.49,422
18042,76,15,94.85,422
13594,75,32,163.33,422
14798,75,29,95.06,422
14015,75,20,102.14,422
17262,75,17,123.01,422
15853,74,30,104.08,422
17462,74,26,158.44,422
12596,74,23,102.25,422
16826,74,22,131.67,422
14273,74,20,87.8,422
14799,74,15,89.98,422
16123,74,15,78.87,422
13519,73,19,126.79,422
14638,73,16,98.55,422
16260,73,15,111.45,422
14147,72,29,156.02,422
13918,72,28,118.8,422
14967,72,22,125.14,422
14731,70,29,123.22,422
14997,69,31,81.42,422
